全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131199,1.31E+11,板橋区,仲町ふれあい館,,,,,,,131199,,東京都板橋区仲町20-5,東京都,板橋区,仲町,5月20日,,35.751092,139.696298,,,(03)3958-0163,,,,,1730022,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/001/001969.html,,,
131199,1.31E+11,板橋区,中台ふれあい館,,,,,,,131199,,東京都板橋区中台2-14-1,東京都,板橋区,中台2丁目,1月14日,,35.769974,139.680351,,,(03)3934-2940,,,,,1740064,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/001/001969.html,,,
131199,1.31E+11,板橋区,徳丸ふれあい館,,,,,,,131199,,東京都板橋区徳丸2-12-12,東京都,板橋区,徳丸2丁目,12月12日,,35.772043,139.66047,,,(03)3934-8627,,,,,1750083,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/001/001969.html,,,
131199,1.31E+11,板橋区,高島平ふれあい館,,,,,,,131199,,東京都板橋区高島平8-29-1,東京都,板橋区,高島平8丁目,1月29日,,35.791914,139.664511,,,(03)3935-1775,,,,,1750082,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/001/001969.html,,,
131199,1.31E+11,板橋区,西台いこいの家,,,,,,,131199,,東京都板橋区西台2-3-34,東京都,板橋区,西台2丁目,3-34,,35.778011,139.670422,,,(03)3934-0118,,,,,1750045,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,桜川いこいの家,,,,,,,131199,,東京都板橋区東新町2-36-5,東京都,板橋区,東新町2丁目,May-36,,35.753834,139.680417,,,(03)3554-0778,,,,,1740074,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,仲宿いこいの家,,,,,,,131199,,東京都板橋区仲宿3-1,東京都,板橋区,仲宿,3月1日,,35.756233,139.712574,,,(03)3962-6323,,,,,1730005,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,清水いこいの家,,,,,,,131199,,東京都板橋区泉町16-16,東京都,板橋区,泉町,16-16,,35.766448,139.702042,,,(03)3965-5108,,,,,1740055,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,板橋いこいの家,,,,,,,131199,,東京都板橋区板橋3-26-4,東京都,板橋区,板橋3丁目,4月26日,,35.750502,139.713699,,,(03)3964-3712,,,,,1730004,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,前野いこいの家,,,,,,,131199,,東京都板橋区前野町4-6-1,東京都,板橋区,前野町4丁目,6月1日,,35.769336,139.688774,,,(03)3965-7471,,,,,1740063,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,中丸いこいの家,,,,,,,131199,,東京都板橋区中丸町27-11,東京都,板橋区,中丸町,11月27日,,35.74106,139.703308,,,(03)3973-7209,,,,,1730026,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,蓮根いこいの家,,,,,,,131199,,東京都板橋区蓮根3-15-1-103,東京都,板橋区,蓮根3丁目,15-1-103,,35.788406,139.676589,,,(03)3969-5859,,,,,1740046,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,なりますいこいの家,,,,,,,131199,,東京都板橋区成増3-34-21,東京都,板橋区,成増3丁目,34-21,,35.781262,139.631627,,,(03)3939-6506,,,,,1750094,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
131199,1.31E+11,板橋区,さかうえいこいの家,,,,,,,131199,,東京都板橋区小豆沢1-20-17,東京都,板橋区,小豆沢1丁目,20-17,,35.775801,139.702282,,,(03)3965-9804,,,,,1740051,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/034/034932.html,,,
