"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131075","131075000001","墨田区","墨田区役所","","","","","","","131075","","東京都墨田区吾妻橋一丁目23-20","東京都","墨田区","吾妻橋1丁目","23-20","","35.710722","139.801497","","","(03)5608-1111","","","","","1300001","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/kuyakusyo/sumidakuyakusyo.html","","",""
"131075","131075000002","墨田区","緑出張所","","","","","","","131075","","東京都墨田区緑三丁目7-3","東京都","墨田区","緑3丁目","7-3","","35.693716","139.803289","","","(03)3634-2656","","","","","1300021","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/midori_syuttyouzyo.html","","",""
"131075","131075000003","墨田区","横川出張所","","","","","","","131075","","東京都墨田区横川五丁目10-1111室","東京都","墨田区","横川5丁目","10-1111 室","","35.705911","139.816341","","","(03)3624-1581","","","","","1300003","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/yokokawa_syuttyouzyo.html","","",""
"131075","131075000004","墨田区","文花出張所","","","","","","","131075","","東京都墨田区文花一丁目32-1102室","東京都","墨田区","文花1丁目","32-1102 室","","35.708094","139.824656","","","(03)3611-4723","","","","","1310044","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/bunka_syuttyouzyo.html","","",""
"131075","131075000005","墨田区","墨田二丁目出張所","","","","","","","131075","","東京都墨田区墨田二丁目36-11","東京都","墨田区","墨田2丁目","36-11","","35.731063","139.818292","","","(03)3614-1900","","","","","1310031","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/sumida2_syuttyuouzyo.html","","",""
"131075","131075000006","墨田区","東向島出張所","","","","","","","131075","","東京都墨田区東向島二丁目38-7","東京都","墨田区","東向島2丁目","38-7","","35.721213","139.818441","","","(03)3610-5250","","","","","1310032","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/hm_syuttyouzyo.html","","",""
"131075","131075000007","墨田区","ひきふね図書館","","","","","","","131075","","東京都墨田区京島一丁目36-5","東京都","墨田区","京島1丁目","36-5","","35.717058","139.819491","","","(03)5655-2350","","","","","1310046","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/library/annai/hikihune.html","","",""
"131075","131075000008","墨田区","緑図書館","","","","","","","131075","","東京都墨田区緑二丁目24-5","東京都","墨田区","緑2丁目","24-5","","35.69574","139.800613","","","(03)3631-4621","","","","","1300021","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/library/annai/midori.html","","",""
"131075","131075000009","墨田区","立花図書館","","","","","","","131075","","東京都墨田区立花六丁目8-1101室","東京都","墨田区","立花6丁目","8-1101 室","","35.710694","139.834842","","","(03)3618-2620","","","","","1310043","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/library/annai/tatibana.html","","",""
"131075","131075000010","墨田区","八広図書館","","","","","","","131075","","東京都墨田区八広五丁目10-1104室","東京都","墨田区","八広5丁目","10-1104 室","","35.72481","139.825793","","","(03)3616-0846","","","","","1310041","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/library/annai/yahiro.html","","",""
